rank,accuracy,error,rep,fold,top_m,K,condition,reconstruction
0.725477777777778,0.016666666666666666,0.33643333333333325,37,0,2,10,intact,top_m_global
0.7150888888888898,0.013333333333333334,0.32942222222222206,37,1,2,10,intact,top_m_global
0.709766666666667,0.023333333333333334,0.3172666666666665,38,0,2,10,intact,top_m_global
0.7023777777777779,0.02,0.3737444444444443,38,1,2,10,intact,top_m_global
0.7233777777777782,0.023333333333333334,0.31833333333333347,39,0,2,10,intact,top_m_global
0.7257333333333335,0.02,0.32952222222222216,39,1,2,10,intact,top_m_global
0.7222000000000004,0.016666666666666666,0.33035555555555535,40,0,2,10,intact,top_m_global
0.7316555555555556,0.02666666666666667,0.3291999999999998,40,1,2,10,intact,top_m_global
0.7274222222222223,0.01,0.31233333333333335,41,0,2,10,intact,top_m_global
0.7265777777777775,0.02666666666666667,0.3228777777777777,41,1,2,10,intact,top_m_global
0.7057222222222226,0.006666666666666667,0.31711111111111107,42,0,2,10,intact,top_m_global
0.7153222222222224,0.02,0.3308000000000001,42,1,2,10,intact,top_m_global
0.7344777777777785,0.013333333333333334,0.31493333333333323,43,0,2,10,intact,top_m_global
0.7300666666666671,0.023333333333333334,0.34059999999999974,43,1,2,10,intact,top_m_global
0.7204222222222225,0.01,0.3236333333333333,44,0,2,10,intact,top_m_global
0.7247999999999997,0.03,0.3229999999999996,44,1,2,10,intact,top_m_global
0.7175000000000004,0.02,0.34161111111111087,45,0,2,10,intact,top_m_global
0.7156777777777773,0.013333333333333334,0.2826333333333333,45,1,2,10,intact,top_m_global
0.7096333333333334,0.016666666666666666,0.36343333333333333,46,0,2,10,intact,top_m_global
0.7075555555555557,0.02,0.30853333333333344,46,1,2,10,intact,top_m_global
0.7391111111111115,0.016666666666666666,0.3100555555555556,47,0,2,10,intact,top_m_global
0.738155555555556,0.02666666666666667,0.3389333333333333,47,1,2,10,intact,top_m_global
0.7116000000000001,0.01,0.32773333333333315,48,0,2,10,intact,top_m_global
0.7106888888888897,0.02,0.33924444444444435,48,1,2,10,intact,top_m_global
0.7346888888888897,0.02666666666666667,0.3605888888888887,49,0,2,10,intact,top_m_global
0.7274222222222225,0.01,0.3257555555555555,49,1,2,10,intact,top_m_global
0.7799777777777784,0.03,0.34803333333333314,0,0,3,10,intact,top_m_global
0.7824555555555559,0.03333333333333333,0.3205777777777776,0,1,3,10,intact,top_m_global
0.7779000000000006,0.023333333333333334,0.3201444444444443,1,0,3,10,intact,top_m_global
0.7745222222222223,0.03,0.34362222222222216,1,1,3,10,intact,top_m_global
0.7864444444444452,0.03666666666666667,0.2953111111111111,2,0,3,10,intact,top_m_global
0.791888888888889,0.03666666666666667,0.3224111111111108,2,1,3,10,intact,top_m_global
0.8071,0.03333333333333333,0.32054444444444435,3,0,3,10,intact,top_m_global
0.8074333333333334,0.03,0.32742222222222206,3,1,3,10,intact,top_m_global
0.8080000000000002,0.03333333333333333,0.3066555555555553,4,0,3,10,intact,top_m_global
0.8161444444444445,0.023333333333333334,0.31438888888888855,4,1,3,10,intact,top_m_global
0.7726111111111115,0.03333333333333333,0.2997111111111111,5,0,3,10,intact,top_m_global
0.7675222222222234,0.03333333333333333,0.3462555555555554,5,1,3,10,intact,top_m_global
0.7953000000000006,0.04,0.3209555555555553,6,0,3,10,intact,top_m_global
0.7921333333333337,0.03,0.3079555555555554,6,1,3,10,intact,top_m_global
0.7900000000000008,0.04,0.3246111111111109,7,0,3,10,intact,top_m_global
