rank,accuracy,error,rep,fold,condition,K,reconstruction
0.6720111111111118,0.03,0.3495666666666668,12,1,word,10,all_archetypes
0.6829222222222222,0.02666666666666667,0.31275555555555545,13,0,word,10,all_archetypes
0.6828,0.02666666666666667,0.3564555555555553,13,1,word,10,all_archetypes
0.6711111111111113,0.02666666666666667,0.31525555555555546,14,0,word,10,all_archetypes
0.6759555555555558,0.03,0.27266666666666645,14,1,word,10,all_archetypes
0.6857111111111113,0.03333333333333333,0.27485555555555524,15,0,word,10,all_archetypes
0.6866111111111114,0.02666666666666667,0.33696666666666647,15,1,word,10,all_archetypes
0.6986333333333333,0.04,0.33167777777777746,16,0,word,10,all_archetypes
0.7013111111111112,0.02,0.31682222222222206,16,1,word,10,all_archetypes
0.6996111111111121,0.02666666666666667,0.32384444444444443,17,0,word,10,all_archetypes
0.7091444444444441,0.02666666666666667,0.34955555555555534,17,1,word,10,all_archetypes
0.6859444444444444,0.03,0.32448888888888877,18,0,word,10,all_archetypes
0.6872333333333331,0.03666666666666667,0.2963333333333333,18,1,word,10,all_archetypes
0.6803444444444448,0.02666666666666667,0.32664444444444407,19,0,word,10,all_archetypes
0.6872222222222226,0.04,0.3098222222222222,19,1,word,10,all_archetypes
