rank,accuracy,error,rep,fold,condition,K,reconstruction
0.6656555555555557,0.013333333333333334,0.32439999999999986,6,1,word,5,all_archetypes
0.6307222222222221,0.016666666666666666,0.3389777777777778,7,0,word,5,all_archetypes
0.6382777777777782,0.016666666666666666,0.33537777777777783,7,1,word,5,all_archetypes
0.6404777777777776,0.016666666666666666,0.3495222222222221,8,0,word,5,all_archetypes
0.6423111111111115,0.016666666666666666,0.3469999999999998,8,1,word,5,all_archetypes
0.6466999999999998,0.02,0.35773333333333346,9,0,word,5,all_archetypes
0.6422777777777781,0.013333333333333334,0.35784444444444446,9,1,word,5,all_archetypes
0.6510111111111118,0.016666666666666666,0.35875555555555505,10,0,word,5,all_archetypes
0.6548777777777779,0.023333333333333334,0.34485555555555564,10,1,word,5,all_archetypes
0.6352444444444446,0.01,0.35179999999999995,11,0,word,5,all_archetypes
0.6431222222222224,0.016666666666666666,0.3290000000000002,11,1,word,5,all_archetypes
0.6298333333333331,0.016666666666666666,0.32756666666666656,12,0,word,5,all_archetypes
0.6302444444444443,0.016666666666666666,0.3471888888888887,12,1,word,5,all_archetypes
0.6378333333333338,0.02,0.38469999999999976,13,0,word,5,all_archetypes
0.6294666666666668,0.013333333333333334,0.35784444444444446,13,1,word,5,all_archetypes
0.6455999999999994,0.01,0.35499999999999976,14,0,word,5,all_archetypes
0.6456333333333333,0.016666666666666666,0.3249,14,1,word,5,all_archetypes
0.6310222222222223,0.016666666666666666,0.3258999999999999,15,0,word,5,all_archetypes
0.6410999999999999,0.03,0.3094777777777778,15,1,word,5,all_archetypes
0.6175888888888886,0.01,0.37737777777777776,16,0,word,5,all_archetypes
0.6164555555555559,0.023333333333333334,0.32221111111111084,16,1,word,5,all_archetypes
0.6473222222222215,0.006666666666666667,0.3305111111111108,17,0,word,5,all_archetypes
0.6491000000000003,0.013333333333333334,0.38258888888888865,17,1,word,5,all_archetypes
0.6360222222222227,0.013333333333333334,0.32545555555555544,18,0,word,5,all_archetypes
0.638922222222222,0.02,0.33468888888888904,18,1,word,5,all_archetypes
0.6500111111111113,0.02666666666666667,0.3193666666666664,19,0,word,5,all_archetypes
0.6510000000000001,0.02,0.3312555555555557,19,1,word,5,all_archetypes
0.8173555555555556,0.05333333333333334,0.239011111111111,0,0,intact,10,all_archetypes
0.8162444444444442,0.043333333333333335,0.2864888888888888,0,1,intact,10,all_archetypes
0.8293555555555563,0.043333333333333335,0.2733999999999999,1,0,intact,10,all_archetypes
0.8312888888888896,0.056666666666666664,0.26538888888888856,1,1,intact,10,all_archetypes
0.8368111111111111,0.03333333333333333,0.2927111111111109,2,0,intact,10,all_archetypes
0.8354777777777778,0.056666666666666664,0.24283333333333293,2,1,intact,10,all_archetypes
0.852144444444445,0.07333333333333333,0.2432111111111108,3,0,intact,10,all_archetypes
0.8520444444444448,0.06,0.2591222222222222,3,1,intact,10,all_archetypes
0.842011111111111,0.04,0.2712666666666665,4,0,intact,10,all_archetypes
0.8410111111111114,0.04666666666666667,0.27274444444444423,4,1,intact,10,all_archetypes
0.8011888888888893,0.05,0.2460333333333332,5,0,intact,10,all_archetypes
0.7974444444444451,0.023333333333333334,0.28457777777777754,5,1,intact,10,all_archetypes
0.8114888888888893,0.05,0.2716666666666666,6,0,intact,10,all_archetypes
0.8116777777777783,0.03333333333333333,0.2865111111111106,6,1,intact,10,all_archetypes
0.8464111111111117,0.06333333333333334,0.26943333333333314,7,0,intact,10,all_archetypes
0.842977777777778,0.05,0.266188888888889,7,1,intact,10,all_archetypes
0.8316222222222223,0.056666666666666664,0.2668222222222218,8,0,intact,10,all_archetypes
0.8290444444444447,0.056666666666666664,0.27312222222222193,8,1,intact,10,all_archetypes
0.833166666666667,0.06,0.2637888888888887,9,0,intact,10,all_archetypes
0.8379222222222218,0.03333333333333333,0.2844555555555552,9,1,intact,10,all_archetypes
0.80108888888889,0.03666666666666667,0.3076222222222218,10,0,intact,10,all_archetypes
0.8038888888888891,0.03333333333333333,0.280322222222222,10,1,intact,10,all_archetypes
0.8429666666666669,0.05333333333333334,0.2549666666666664,11,0,intact,10,all_archetypes
0.8436222222222224,0.043333333333333335,0.286622222222222,11,1,intact,10,all_archetypes
0.832122222222223,0.03666666666666667,0.28734444444444435,12,0,intact,10,all_archetypes
0.8289777777777775,0.05333333333333334,0.25987777777777776,12,1,intact,10,all_archetypes
0.823633333333334,0.043333333333333335,0.29237777777777774,13,0,intact,10,all_archetypes
